feature	u	v	sig_level	power	estimated_sample_size
Cytoplasm_Granularity_3_DAPI	1	1679	4.17362270450751e-05	0.8	5335.04841909655
Cytoplasm_Granularity_3_GFP	1	1679	4.17362270450751e-05	0.8	752.995737962823
Cytoplasm_Granularity_3_RFP	1	1679	4.17362270450751e-05	0.8	499.396313971372
Cytoplasm_Granularity_4_DAPI	1	1679	4.17362270450751e-05	0.8	2009.64638772728
Cytoplasm_Granularity_4_GFP	1	1679	4.17362270450751e-05	0.8	758.22646654453
Cytoplasm_Granularity_4_RFP	1	1679	4.17362270450751e-05	0.8	868.784106641491
Cytoplasm_Granularity_5_DAPI	1	1679	4.17362270450751e-05	0.8	487.329141774514
Cytoplasm_Granularity_5_GFP	1	1679	4.17362270450751e-05	0.8	522.56482805717
Cytoplasm_Granularity_5_RFP	1	1679	4.17362270450751e-05	0.8	1012.35483321693
Cytoplasm_Granularity_6_DAPI	1	1679	4.17362270450751e-05	0.8	297.131219096952
Cytoplasm_Granularity_6_GFP	1	1679	4.17362270450751e-05	0.8	621.994726625225
Cytoplasm_Granularity_6_RFP	1	1679	4.17362270450751e-05	0.8	1588.23700369777
Cytoplasm_Granularity_7_DAPI	1	1679	4.17362270450751e-05	0.8	339.532168859944
Cytoplasm_Granularity_7_GFP	1	1679	4.17362270450751e-05	0.8	1071.83483564401
Cytoplasm_Granularity_7_RFP	1	1679	4.17362270450751e-05	0.8	2022.11046203527
Cytoplasm_Granularity_8_DAPI	1	1679	4.17362270450751e-05	0.8	10799.8394057073
Cytoplasm_Granularity_8_GFP	1	1679	4.17362270450751e-05	0.8	2434.33569333662
Cytoplasm_Granularity_8_RFP	1	1679	4.17362270450751e-05	0.8	1172.70822881505
Cytoplasm_Granularity_9_DAPI	1	1679	4.17362270450751e-05	0.8	5858.34092007667
Cytoplasm_Granularity_9_GFP	1	1679	4.17362270450751e-05	0.8	16814.3497819841
Cytoplasm_Granularity_9_RFP	1	1679	4.17362270450751e-05	0.8	1057.36213264756
Cytoplasm_Intensity_IntegratedIntensityEdge_DAPI	1	1679	4.17362270450751e-05	0.8	234.663313798105
Cytoplasm_Intensity_IntegratedIntensityEdge_GFP	1	1679	4.17362270450751e-05	0.8	786.832591135399
Cytoplasm_Intensity_IntegratedIntensityEdge_RFP	1	1679	4.17362270450751e-05	0.8	281.07175857847
Cytoplasm_Intensity_IntegratedIntensity_DAPI	1	1679	4.17362270450751e-05	0.8	109.908996365822
Cytoplasm_Intensity_IntegratedIntensity_GFP	1	1679	4.17362270450751e-05	0.8	141.212949847817
Cytoplasm_Intensity_IntegratedIntensity_RFP	1	1679	4.17362270450751e-05	0.8	155.084799627551
Cytoplasm_Intensity_LowerQuartileIntensity_DAPI	1	1679	4.17362270450751e-05	0.8	148.3538546909
Cytoplasm_Intensity_LowerQuartileIntensity_GFP	1	1679	4.17362270450751e-05	0.8	398.217880376654
Cytoplasm_Intensity_LowerQuartileIntensity_RFP	1	1679	4.17362270450751e-05	0.8	287.958913835246
Cytoplasm_Intensity_MADIntensity_DAPI	1	1679	4.17362270450751e-05	0.8	345.21560587858
Cytoplasm_Intensity_MADIntensity_GFP	1	1679	4.17362270450751e-05	0.8	289.081580394976
Cytoplasm_Intensity_MADIntensity_RFP	1	1679	4.17362270450751e-05	0.8	545.634640168429
Cytoplasm_Intensity_MassDisplacement_DAPI	1	1679	4.17362270450751e-05	0.8	2073.12070162969
Cytoplasm_Intensity_MassDisplacement_GFP	1	1679	4.17362270450751e-05	0.8	13981.0272516914
Cytoplasm_Intensity_MassDisplacement_RFP	1	1679	4.17362270450751e-05	0.8	14069.4503758333
Cytoplasm_Intensity_MaxIntensityEdge_DAPI	1	1679	4.17362270450751e-05	0.8	375.26220075517
Cytoplasm_Intensity_MaxIntensityEdge_GFP	1	1679	4.17362270450751e-05	0.8	387.726281819613
Cytoplasm_Intensity_MaxIntensityEdge_RFP	1	1679	4.17362270450751e-05	0.8	361.232347717776
Cytoplasm_Intensity_MaxIntensity_DAPI	1	1679	4.17362270450751e-05	0.8	504.24099891249
Cytoplasm_Intensity_MaxIntensity_GFP	1	1679	4.17362270450751e-05	0.8	647.583827581728
Cytoplasm_Intensity_MaxIntensity_RFP	1	1679	4.17362270450751e-05	0.8	439.065409594796
Cytoplasm_Intensity_MeanIntensityEdge_DAPI	1	1679	4.17362270450751e-05	0.8	135.607235870639
Cytoplasm_Intensity_MeanIntensityEdge_GFP	1	1679	4.17362270450751e-05	0.8	288.966753950184
Cytoplasm_Intensity_MeanIntensityEdge_RFP	1	1679	4.17362270450751e-05	0.8	201.916125295097
Cytoplasm_Intensity_MeanIntensity_DAPI	1	1679	4.17362270450751e-05	0.8	133.497662578852
Cytoplasm_Intensity_MeanIntensity_GFP	1	1679	4.17362270450751e-05	0.8	209.540550165637
Cytoplasm_Intensity_MeanIntensity_RFP	1	1679	4.17362270450751e-05	0.8	288.59553006442
Cytoplasm_Intensity_MedianIntensity_DAPI	1	1679	4.17362270450751e-05	0.8	183.637051650221
Cytoplasm_Intensity_MedianIntensity_GFP	1	1679	4.17362270450751e-05	0.8	313.94431325705
Cytoplasm_Intensity_MedianIntensity_RFP	1	1679	4.17362270450751e-05	0.8	336.023404429467
Cytoplasm_Intensity_MinIntensityEdge_DAPI	1	1679	4.17362270450751e-05	0.8	214.19527286131
Cytoplasm_Intensity_MinIntensityEdge_GFP	1	1679	4.17362270450751e-05	0.8	2666.31408670244
Cytoplasm_Intensity_MinIntensityEdge_RFP	1	1679	4.17362270450751e-05	0.8	82.0294996960658
Cytoplasm_Intensity_MinIntensity_DAPI	1	1679	4.17362270450751e-05	0.8	169.192235552066
Cytoplasm_Intensity_MinIntensity_GFP	1	1679	4.17362270450751e-05	0.8	1436.8121841765
Cytoplasm_Intensity_MinIntensity_RFP	1	1679	4.17362270450751e-05	0.8	128.087964561015
Cytoplasm_Intensity_StdIntensityEdge_DAPI	1	1679	4.17362270450751e-05	0.8	142.857598365784
Cytoplasm_Intensity_StdIntensityEdge_GFP	1	1679	4.17362270450751e-05	0.8	337.177061992151
Cytoplasm_Intensity_StdIntensityEdge_RFP	1	1679	4.17362270450751e-05	0.8	399.465643063263
Cytoplasm_Intensity_StdIntensity_DAPI	1	1679	4.17362270450751e-05	0.8	160.525997938974
Cytoplasm_Intensity_StdIntensity_GFP	1	1679	4.17362270450751e-05	0.8	214.146699426042
Cytoplasm_Intensity_StdIntensity_RFP	1	1679	4.17362270450751e-05	0.8	362.120116471145
Cytoplasm_Intensity_UpperQuartileIntensity_DAPI	1	1679	4.17362270450751e-05	0.8	209.829764009749
Cytoplasm_Intensity_UpperQuartileIntensity_GFP	1	1679	4.17362270450751e-05	0.8	231.424303575372
Cytoplasm_Intensity_UpperQuartileIntensity_RFP	1	1679	4.17362270450751e-05	0.8	352.216363235734
Cytoplasm_Location_CenterMassIntensity_X_DAPI	1	1679	4.17362270450751e-05	0.8	33329.0866520559
Cytoplasm_Location_CenterMassIntensity_X_GFP	1	1679	4.17362270450751e-05	0.8	35208.2259438823
Cytoplasm_Location_CenterMassIntensity_X_RFP	1	1679	4.17362270450751e-05	0.8	34358.4812712583
Cytoplasm_Location_CenterMassIntensity_Y_DAPI	1	1679	4.17362270450751e-05	0.8	16976.6711893879
Cytoplasm_Location_CenterMassIntensity_Y_GFP	1	1679	4.17362270450751e-05	0.8	17163.6644931392
Cytoplasm_Location_CenterMassIntensity_Y_RFP	1	1679	4.17362270450751e-05	0.8	17149.4541430979
Cytoplasm_Location_CenterMassIntensity_Z_DAPI	1	1679	4.17362270450751e-05	Cytoplasm_Location_CenterMassIntensity_Z_DAPI	1
Cytoplasm_Location_CenterMassIntensity_Z_GFP	1	1679	4.17362270450751e-05	Cytoplasm_Location_CenterMassIntensity_Z_GFP	1
Cytoplasm_Location_CenterMassIntensity_Z_RFP	1	1679	4.17362270450751e-05	Cytoplasm_Location_CenterMassIntensity_Z_RFP	1
Cytoplasm_Location_Center_X	1	1679	4.17362270450751e-05	0.8	32799.5392687015
Cytoplasm_Location_Center_Y	1	1679	4.17362270450751e-05	0.8	17233.7714829848
Cytoplasm_Location_MaxIntensity_X_DAPI	1	1679	4.17362270450751e-05	0.8	42108.1947008444
Cytoplasm_Location_MaxIntensity_X_GFP	1	1679	4.17362270450751e-05	0.8	31497.7040354266
Cytoplasm_Location_MaxIntensity_X_RFP	1	1679	4.17362270450751e-05	0.8	65244.8383519274
Cytoplasm_Location_MaxIntensity_Y_DAPI	1	1679	4.17362270450751e-05	0.8	16173.2309768217
Cytoplasm_Location_MaxIntensity_Y_GFP	1	1679	4.17362270450751e-05	0.8	14963.7098937119
Cytoplasm_Location_MaxIntensity_Y_RFP	1	1679	4.17362270450751e-05	0.8	21090.575919793
Cytoplasm_Location_MaxIntensity_Z_DAPI	1	1679	4.17362270450751e-05	Cytoplasm_Location_MaxIntensity_Z_DAPI	1
Cytoplasm_Location_MaxIntensity_Z_GFP	1	1679	4.17362270450751e-05	Cytoplasm_Location_MaxIntensity_Z_GFP	1
Cytoplasm_Location_MaxIntensity_Z_RFP	1	1679	4.17362270450751e-05	Cytoplasm_Location_MaxIntensity_Z_RFP	1
Cytoplasm_RadialDistribution_FracAtD_DAPI_1of4	1	1679	4.17362270450751e-05	0.8	35783.8330072023
Cytoplasm_RadialDistribution_FracAtD_DAPI_2of4	1	1679	4.17362270450751e-05	0.8	40702.6880365261
Cytoplasm_RadialDistribution_FracAtD_DAPI_3of4	1	1679	4.17362270450751e-05	0.8	13142.8231571519
Cytoplasm_RadialDistribution_FracAtD_DAPI_4of4	1	1679	4.17362270450751e-05	0.8	20893.2465591488
Cytoplasm_RadialDistribution_FracAtD_GFP_1of4	1	1679	4.17362270450751e-05	0.8	759.294378081119
Cytoplasm_RadialDistribution_FracAtD_GFP_2of4	1	1679	4.17362270450751e-05	0.8	760.052742208108
Cytoplasm_RadialDistribution_FracAtD_GFP_3of4	1	1679	4.17362270450751e-05	0.8	1096.71508951151
Cytoplasm_RadialDistribution_FracAtD_GFP_4of4	1	1679	4.17362270450751e-05	0.8	826.368720079631
Cytoplasm_RadialDistribution_FracAtD_RFP_1of4	1	1679	4.17362270450751e-05	0.8	2640.6481753083
Cytoplasm_RadialDistribution_FracAtD_RFP_2of4	1	1679	4.17362270450751e-05	0.8	2113.76008222047
Cytoplasm_RadialDistribution_FracAtD_RFP_3of4	1	1679	4.17362270450751e-05	0.8	3309.84307491287
Cytoplasm_RadialDistribution_FracAtD_RFP_4of4	1	1679	4.17362270450751e-05	0.8	2522.7565976868
Cytoplasm_RadialDistribution_MeanFrac_DAPI_1of4	1	1679	4.17362270450751e-05	0.8	542.476692910748
Cytoplasm_RadialDistribution_MeanFrac_DAPI_2of4	1	1679	4.17362270450751e-05	0.8	301.149433907468
Cytoplasm_RadialDistribution_MeanFrac_DAPI_3of4	1	1679	4.17362270450751e-05	0.8	187.083465701007
Cytoplasm_RadialDistribution_MeanFrac_DAPI_4of4	1	1679	4.17362270450751e-05	0.8	265.883907452282
Cytoplasm_RadialDistribution_MeanFrac_GFP_1of4	1	1679	4.17362270450751e-05	0.8	1037.94899191679
Cytoplasm_RadialDistribution_MeanFrac_GFP_2of4	1	1679	4.17362270450751e-05	0.8	960.915547696846
Cytoplasm_RadialDistribution_MeanFrac_GFP_3of4	1	1679	4.17362270450751e-05	0.8	1156.2705752719
Cytoplasm_RadialDistribution_MeanFrac_GFP_4of4	1	1679	4.17362270450751e-05	0.8	819.582530213251
Cytoplasm_RadialDistribution_MeanFrac_RFP_1of4	1	1679	4.17362270450751e-05	0.8	12272.0029337626
Cytoplasm_RadialDistribution_MeanFrac_RFP_2of4	1	1679	4.17362270450751e-05	0.8	4674.61202009146
Cytoplasm_RadialDistribution_MeanFrac_RFP_3of4	1	1679	4.17362270450751e-05	0.8	5268.0422236991
Cytoplasm_RadialDistribution_MeanFrac_RFP_4of4	1	1679	4.17362270450751e-05	0.8	5895.47906305342
Cytoplasm_RadialDistribution_RadialCV_DAPI_1of4	1	1679	4.17362270450751e-05	0.8	68755.5147411944
Cytoplasm_RadialDistribution_RadialCV_DAPI_2of4	1	1679	4.17362270450751e-05	0.8	30261.8181922525
Cytoplasm_RadialDistribution_RadialCV_DAPI_3of4	1	1679	4.17362270450751e-05	0.8	3766.23392666774
Cytoplasm_RadialDistribution_RadialCV_DAPI_4of4	1	1679	4.17362270450751e-05	0.8	290.887573001225
Cytoplasm_RadialDistribution_RadialCV_GFP_1of4	1	1679	4.17362270450751e-05	0.8	9038.9380258384
Cytoplasm_RadialDistribution_RadialCV_GFP_2of4	1	1679	4.17362270450751e-05	0.8	3147.46059893639
Cytoplasm_RadialDistribution_RadialCV_GFP_3of4	1	1679	4.17362270450751e-05	0.8	2455.62097144584
Cytoplasm_RadialDistribution_RadialCV_GFP_4of4	1	1679	4.17362270450751e-05	0.8	743.241907486962
Cytoplasm_RadialDistribution_RadialCV_RFP_1of4	1	1679	4.17362270450751e-05	0.8	20863.2244937442
Cytoplasm_RadialDistribution_RadialCV_RFP_2of4	1	1679	4.17362270450751e-05	0.8	1076925.89007495
Cytoplasm_RadialDistribution_RadialCV_RFP_3of4	1	1679	4.17362270450751e-05	0.8	22792.3011298096
Cytoplasm_RadialDistribution_RadialCV_RFP_4of4	1	1679	4.17362270450751e-05	0.8	996.008776819971
Cytoplasm_Texture_AngularSecondMoment_DAPI_3_00_256	1	1679	4.17362270450751e-05	0.8	238.33516569988
Cytoplasm_Texture_AngularSecondMoment_DAPI_3_01_256	1	1679	4.17362270450751e-05	0.8	233.783080335746
Cytoplasm_Texture_AngularSecondMoment_DAPI_3_02_256	1	1679	4.17362270450751e-05	0.8	239.040171591999
Cytoplasm_Texture_AngularSecondMoment_DAPI_3_03_256	1	1679	4.17362270450751e-05	0.8	235.176568630463
Cytoplasm_Texture_AngularSecondMoment_GFP_3_00_256	1	1679	4.17362270450751e-05	0.8	546.171585043082
Cytoplasm_Texture_AngularSecondMoment_GFP_3_01_256	1	1679	4.17362270450751e-05	0.8	634.080464325553
Cytoplasm_Texture_AngularSecondMoment_GFP_3_02_256	1	1679	4.17362270450751e-05	0.8	626.269143815668
Cytoplasm_Texture_AngularSecondMoment_GFP_3_03_256	1	1679	4.17362270450751e-05	0.8	525.431030809096
Cytoplasm_Texture_AngularSecondMoment_RFP_3_00_256	1	1679	4.17362270450751e-05	0.8	540.397827328838
Cytoplasm_Texture_AngularSecondMoment_RFP_3_01_256	1	1679	4.17362270450751e-05	0.8	553.776754879904
Cytoplasm_Texture_AngularSecondMoment_RFP_3_02_256	1	1679	4.17362270450751e-05	0.8	549.473838222562
Cytoplasm_Texture_AngularSecondMoment_RFP_3_03_256	1	1679	4.17362270450751e-05	0.8	515.484314464409
Cytoplasm_Texture_Contrast_DAPI_3_00_256	1	1679	4.17362270450751e-05	0.8	143.720932881082
Cytoplasm_Texture_Contrast_DAPI_3_01_256	1	1679	4.17362270450751e-05	0.8	146.750463903902
Cytoplasm_Texture_Contrast_DAPI_3_02_256	1	1679	4.17362270450751e-05	0.8	148.183563940475
Cytoplasm_Texture_Contrast_DAPI_3_03_256	1	1679	4.17362270450751e-05	0.8	143.53386857866
Cytoplasm_Texture_Contrast_GFP_3_00_256	1	1679	4.17362270450751e-05	0.8	266.785015710258
Cytoplasm_Texture_Contrast_GFP_3_01_256	1	1679	4.17362270450751e-05	0.8	288.742995824884
Cytoplasm_Texture_Contrast_GFP_3_02_256	1	1679	4.17362270450751e-05	0.8	264.642342652714
Cytoplasm_Texture_Contrast_GFP_3_03_256	1	1679	4.17362270450751e-05	0.8	295.74938055009
Cytoplasm_Texture_Contrast_RFP_3_00_256	1	1679	4.17362270450751e-05	0.8	497.513733138191
Cytoplasm_Texture_Contrast_RFP_3_01_256	1	1679	4.17362270450751e-05	0.8	579.815568540713
Cytoplasm_Texture_Contrast_RFP_3_02_256	1	1679	4.17362270450751e-05	0.8	529.885777870822
Cytoplasm_Texture_Contrast_RFP_3_03_256	1	1679	4.17362270450751e-05	0.8	506.266999740753
Cytoplasm_Texture_Correlation_DAPI_3_00_256	1	1679	4.17362270450751e-05	0.8	2863.63169999033
Cytoplasm_Texture_Correlation_DAPI_3_01_256	1	1679	4.17362270450751e-05	0.8	11959.2614359441
