Cell_ID	Location_Center_X	Location_Center_Y
0	427.18502202643174	340.7400881057269
1	649.1551724137931	297.12931034482756
2	244.27710843373495	449.6546184738956
3	956.756880733945	336.98623853211006
4	455.45416666666665	676.1041666666666
