Cell_ID	Location_Center_X	Location_Center_Y
0	619.0238095238095	160.0047619047619
1	855.8704663212435	307.68911917098444
2	999.0121457489879	445.20647773279353
3	858.3990610328639	542.8544600938967
4	458.8776371308017	693.8059071729958
5	938.7938144329897	716.9072164948453
