Cell_ID	Location_Center_X	Location_Center_Y
0	871.7592592592592	296.5046296296296
1	298.76555023923447	241.1244019138756
2	483.6363636363636	421.469696969697
3	1042.5544554455446	348.4950495049505
4	319.5183486238532	458.6788990825688
5	254.5	416.7238095238095
6	1035.7943925233644	515.3551401869158
7	476.32323232323233	517.1363636363636
8	918.9822222222223	650.7244444444444
9	778.5343137254902	720.6666666666666
