Cell_ID	Location_Center_X	Location_Center_Y
0	214.18032786885246	124.01092896174863
1	672.7217391304348	394.3391304347826
2	480.3333333333333	354.7230046948357
3	1032.85	463.56
4	183.4857142857143	485.73333333333335
5	829.979057591623	563.8429319371728
