Cell_ID	Location_Center_X	Location_Center_Y
0	739.9862385321101	201.42201834862385
1	523.8840579710145	278.1062801932367
2	256.7981220657277	513.0704225352113
3	644.6598984771574	577.2335025380711
4	858.1395348837209	695.9116279069767
5	353.3467336683417	786.7839195979899
