Cell_ID	Location_Center_X	Location_Center_Y
0	435.6614583333333	133.36979166666666
1	509.9099099099099	329.7477477477477
2	1054.701754385965	404.8421052631579
3	831.0711111111111	498.6222222222222
4	285.22857142857146	404.75714285714287
5	462.11961722488036	574.0287081339712
6	301.8391959798995	529.1608040201005
7	1114.2384105960266	603.0529801324503
