feature	r2_score	cell_count_coef	Null_coef	WT_coef
efficientnet_0	0.0465508764748892	-0.013133778428958558	0.09889219148852912	-0.09889219148852912
efficientnet_1	0.02633478779944054	0.00900938129716807	-0.24678942431751377	0.24678942431751374
efficientnet_2	0.3280830482924394	-0.02803389413248143	0.001363536976831498	-0.001363536976831498
efficientnet_3	0.022190740508192808	0.005271693978135567	-0.22383692420340057	0.22383692420340057
efficientnet_4	0.010982082911580981	8.57796893935282e-05	-0.11693097210043593	0.11693097210043593
efficientnet_5	0.027208022963666867	0.008035770727686629	-0.254575592408783	0.25457559240878297
efficientnet_6	0.2878469711230335	-0.024694794306876263	-0.04776618878795101	0.047766188787951004
efficientnet_7	0.12811744011374593	-0.015716573740168716	-0.054523325868219716	0.05452332586821971
efficientnet_8	0.04137525579321666	-0.008303459528130504	-0.048898003888679945	0.04889800388867994
efficientnet_9	0.46031519158052303	0.03527260400083155	-0.07071801541831232	0.07071801541831231
efficientnet_10	0.00774699284067093	-0.0005785980429828115	-0.08749357027159557	0.08749357027159556
efficientnet_11	0.008514779006964956	0.0018075646521424893	0.06897125385550848	-0.06897125385550847
efficientnet_12	0.21771083407797875	0.026262487680084438	-0.12231522515360044	0.12231522515360041
efficientnet_13	0.13756512971362966	-0.019456204881615105	0.04471372638161869	-0.04471372638161868
efficientnet_14	0.23217052410798233	-0.018059752646620474	-0.1593824696428037	0.15938246964280367
efficientnet_15	0.16639579810301364	0.02016671165918752	-0.007533394857809508	0.007533394857809506
efficientnet_16	0.37307227652049724	0.031912416310744485	-0.06915239839209043	0.06915239839209043
efficientnet_17	0.22403123476592812	-0.02853528686763356	0.20403899318295066	-0.20403899318295063
efficientnet_18	0.3281751142680728	0.02928217030538142	-0.042551815158998176	0.04255181515899817
efficientnet_19	0.047322221688388955	0.014834871274997333	-0.25252616852783144	0.25252616852783144
efficientnet_20	0.26676719095539536	0.02884039226701434	-0.1264274900246285	0.1264274900246285
efficientnet_21	0.040130567776510806	0.013495949168456516	-0.17500888240735749	0.17500888240735746
efficientnet_22	0.12773664874921753	-0.024341500450469084	0.3482649550897464	-0.34826495508974636
efficientnet_23	0.1339937360101684	0.019174865843152915	-0.04317931205320203	0.043179312053202024
efficientnet_24	0.009014619551194314	-0.0009516963545919557	0.11861686149500877	-0.11861686149500875
efficientnet_25	0.3520486841118876	-0.029692799231359753	0.022767952972467947	-0.022767952972467944
efficientnet_26	0.14198664595297772	0.013640159937432046	0.1372476437406107	-0.13724764374061066
efficientnet_27	0.06984227503365315	-0.013313611600081056	0.01307181097956897	-0.013071810979568967
efficientnet_28	0.14141008695715163	0.011480304999978416	0.1898776234151467	-0.18987762341514666
efficientnet_29	0.08287520751496114	-0.01823752253428711	0.1683039942653494	-0.16830399426534937
efficientnet_30	0.07010750857617665	-0.01679008390023249	0.37452846740624024	-0.3745284674062402
efficientnet_31	0.2930779505645966	0.03376092278886988	-0.2879028616998524	0.28790286169985235
efficientnet_32	0.044336733293821595	-0.014036811728286044	0.16972568168818664	-0.1697256816881866
efficientnet_33	0.17781436244707816	-0.01747621294325538	-0.09403461670523375	0.09403461670523373
efficientnet_34	0.00790188762837063	0.0059677315902588405	-0.11295841493570569	0.11295841493570569
efficientnet_35	0.07520347664944682	0.01847216506014769	-0.23926825599447343	0.2392682559944734
efficientnet_36	0.21717875058253588	-0.03082337865741568	0.35586114792347723	-0.3558611479234772
efficientnet_37	0.018482672390547572	0.0024660281555821087	-0.18351617381478103	0.18351617381478103
efficientnet_38	0.13355247199062703	0.018689672778473134	-0.027474064675859826	0.027474064675859822
efficientnet_39	0.05703201481696507	-0.015961420069548544	0.19613442339614673	-0.1961344233961467
efficientnet_40	0.10560454489785087	-0.02218648659606279	0.3290051867509526	-0.3290051867509526
efficientnet_41	0.35780847118740633	-0.03246163568017095	0.11102336801511961	-0.11102336801511961
efficientnet_42	0.41368389178427534	-0.034141103872537104	0.09173668202393812	-0.0917366820239381
efficientnet_43	0.055579967594717505	0.010290304309977962	0.037706979899415585	-0.037706979899415585
efficientnet_44	0.04630970129048151	-0.00534198845642521	-0.1368185941584083	0.1368185941584083
efficientnet_45	0.49141879720264425	-0.03983623633772563	0.19875718335178783	-0.1987571833517878
efficientnet_46	0.03834612714448382	-0.0027628371151843583	0.25496164072084554	-0.25496164072084554
efficientnet_47	0.08261392713087656	-0.005458396500356401	-0.21836637181029195	0.21836637181029195
efficientnet_48	0.10369698794706028	0.01771445751940118	-0.06866269665873008	0.06866269665873008
efficientnet_49	0.24963888396461054	-0.03288399490676703	0.36934760293580715	-0.3693476029358071
efficientnet_50	0.004394390983682106	-0.0022703593253610346	0.09913590506934791	-0.0991359050693479
efficientnet_51	0.11547109050409599	-0.022325660488438245	0.24837215160045462	-0.2483721516004546
efficientnet_52	0.02380737526687604	0.009530738720748272	-0.22355532329976768	0.22355532329976768
efficientnet_53	0.034979089892948734	-0.010005457879007825	0.2865038518868273	-0.28650385188682725
efficientnet_54	0.04084649514580896	-0.013178984987833719	0.14085769677355564	-0.1408576967735556
efficientnet_55	0.015221775476858768	-0.003137682591827759	0.17586465686469602	-0.175864656864696
efficientnet_56	0.3492837643716824	-0.0344481989761107	0.202909541836798	-0.202909541836798
efficientnet_57	0.03499512838025687	-0.010778970453093803	0.05903976288590841	-0.059039762885908405
efficientnet_58	0.09530249258017476	0.01876863325763689	-0.14038556402780888	0.14038556402780888
efficientnet_59	0.08294751732601502	0.019546101371319034	-0.34797739913002845	0.34797739913002845
efficientnet_60	0.023042714654160856	0.010203224525186325	-0.13016482829905138	0.13016482829905135
efficientnet_61	0.0567549614555648	0.014596402040495237	-0.34724111290271453	0.3472411129027145
efficientnet_62	0.04820545176775004	-0.014990505796506251	0.25089832372672527	-0.25089832372672527
efficientnet_63	0.05607652120653828	-0.016066904859991713	0.22078437784379984	-0.22078437784379984
efficientnet_64	0.15846577863173994	0.020080991599868515	-0.0205855850122539	0.020585585012253896
efficientnet_65	0.27207917184713515	0.031367754003642986	-0.22124555255282452	0.22124555255282446
efficientnet_66	0.09465874219944836	-0.012621899695308723	-0.07222134974393453	0.07222134974393453
efficientnet_67	0.16779912340900283	0.0251867760010465	-0.1998269973133387	0.19982699731333867
efficientnet_68	0.08515543331140496	0.015037201310906847	-0.025803404239026245	0.025803404239026245
efficientnet_69	0.12086559037286548	-0.017746034733405094	0.02499122328362708	-0.024991223283627077
efficientnet_70	0.1560372414720852	-0.023900704783911115	0.17425956902085687	-0.17425956902085687
efficientnet_71	0.4499713529386401	-0.03721316930880678	0.15486041986465027	-0.15486041986465024
efficientnet_72	0.05273360072165223	0.012577961720719092	-0.04692094108007404	0.04692094108007403
efficientnet_73	0.14837231990014021	-0.010951957945587804	-0.2134692528610102	0.21346925286101018
efficientnet_74	0.24134250934289814	-0.033137083962026	0.4336355845383576	-0.43363558453835754
efficientnet_75	0.39453169176593184	-0.038621389123529436	0.30644813084216477	-0.30644813084216477
efficientnet_76	0.06637651417578105	0.012139177468502502	0.014298160734745557	-0.014298160734745555
efficientnet_77	0.23381583950894702	-0.027574142058700214	0.14093433153980925	-0.14093433153980922
efficientnet_78	0.034015218154403004	0.009898970295723985	-0.03022199331308882	0.030221993313088814
efficientnet_79	0.21248262328011203	-0.021898324172296847	-0.019986379773733725	0.01998637977373372
efficientnet_80	0.027998388277432618	0.005992912260379813	0.06259993834148152	-0.0625999383414815
efficientnet_81	0.044987198139919804	0.004433119784580219	-0.2927454758448319	0.29274547584483185
efficientnet_82	0.033620227398571734	-0.011190786049399834	0.08542844076642199	-0.08542844076642198
efficientnet_83	0.03212859471005547	-0.004967641008355948	-0.10230270014041137	0.10230270014041136
efficientnet_84	0.02539092163776413	0.010250925404370833	-0.22152708100405294	0.22152708100405294
efficientnet_85	0.008255391297161019	0.0055204544841652116	-0.041153796235325085	0.04115379623532508
efficientnet_86	0.18894482960966397	-0.021017613954110486	-0.007213162486797174	0.007213162486797173
efficientnet_87	0.011281419005631732	-0.0072450509092851665	0.12293660367943102	-0.12293660367943099
efficientnet_88	0.03895455930594771	-0.010469717043331382	0.3027241929988329	-0.30272419299883285
efficientnet_89	0.05719955158524548	-0.013495820629973565	0.06404402284185903	-0.06404402284185903
efficientnet_90	0.05446265928911931	-0.014360879035175956	0.3390922838095398	-0.3390922838095398
efficientnet_91	0.15891766782615557	0.017333047225256016	0.06571625197768496	-0.06571625197768495
efficientnet_92	0.03502795023902816	-0.007337797638308495	-0.0532805821502948	0.0532805821502948
efficientnet_93	0.018894456796592962	-0.008193441376841751	0.20371236101463924	-0.20371236101463921
efficientnet_94	0.013824941532691315	0.00803417940017358	-0.12124883304427636	0.12124883304427633
efficientnet_95	0.4522535719869427	0.03982739509791894	-0.25785173797119465	0.2578517379711946
efficientnet_96	0.4416523745673977	0.0375234282579726	-0.1788414359032312	0.17884143590323118
efficientnet_97	0.11021276890576559	0.010557237380335108	-0.49087102486180323	0.4908710248618032
efficientnet_98	0.24760676925211444	0.02639899140725557	-0.07045874712688875	0.07045874712688874
efficientnet_100	0.11223592471331612	0.019118045779655063	-0.09819650724882878	0.09819650724882877
efficientnet_101	0.37551311397688636	0.03210874941287754	-0.07259711614299698	0.07259711614299696
efficientnet_102	0.015420206550078697	-0.002249655135895865	-0.09654939278117988	0.09654939278117988
efficientnet_103	0.27448058819810095	0.028155539228728644	-0.087152759638886	0.087152759638886
efficientnet_104	0.021146837970579035	0.0003985869110815121	0.15396899096138641	-0.15396899096138641
efficientnet_105	0.015794425556616365	-0.008086689160055264	0.17466757433698496	-0.17466757433698493
efficientnet_106	0.5379341165282182	-0.0410737825504551	0.18415406757117453	-0.1841540675711745
efficientnet_107	0.3957669740364488	-0.039983952029685625	0.3750475649551549	-0.37504756495515484
efficientnet_108	0.06398813794498448	-0.015011873539286257	0.09834364374047053	-0.09834364374047051
efficientnet_109	0.04438639189010596	-0.014298320587602168	0.25454452066677513	-0.25454452066677513
efficientnet_110	0.240176807554075	0.026714946652141882	-0.09536797701246541	0.0953679770124654
efficientnet_111	0.40049585521796305	-0.04169563196422256	0.47107506111343267	-0.4710750611134326
efficientnet_112	0.04902926773673899	0.012463074906419104	-0.058047315966814436	0.05804731596681442
efficientnet_113	0.10179867740989212	-0.005024247979231454	-0.2631222530275735	0.2631222530275735
efficientnet_114	0.03181235837507168	-0.008877644936686802	0.005254617876809238	-0.005254617876809237
efficientnet_115	0.09304261126481772	0.012825156547076583	0.0628443843388829	-0.0628443843388829
efficientnet_116	0.09203978536967516	0.014948716539182429	-0.003975490025718485	0.0039754900257184846
efficientnet_117	0.0018373394633979245	-0.002596457480633315	0.06294927744036104	-0.06294927744036102
efficientnet_118	0.40921018912801	0.03393940628031813	-0.09064828029672767	0.09064828029672767
efficientnet_119	0.019810622224751717	-0.008057074144744611	0.042264241659446054	-0.04226424165944605
efficientnet_120	0.020102508821356446	0.007751203950809411	-0.02842191041199322	0.028421910411993215
efficientnet_121	0.0035521568801105685	-0.0006488719432319018	0.07514349657355397	-0.07514349657355397
efficientnet_122	0.33674824146599347	0.03340433432144925	-0.18180976852076852	0.1818097685207685
efficientnet_123	0.002321888270450434	0.0015858191371909928	0.021549916549533157	-0.021549916549533154
efficientnet_124	0.20663559215393112	0.025474331232043346	-0.11481810990747013	0.11481810990747011
efficientnet_125	0.09745146508332425	0.01719376607372679	-0.06735556995035956	0.06735556995035955
efficientnet_126	0.12876528243921803	-0.022150873370546862	0.17934419268020585	-0.17934419268020582
efficientnet_127	0.08717930196589552	0.014967805159657262	-0.017726489542023504	0.0177264895420235
efficientnet_128	0.007779809336094234	0.003126312644015317	0.03383733290050348	-0.033837332900503475
efficientnet_129	0.26806457377796133	0.031394900632946525	-0.23157209611233098	0.23157209611233093
efficientnet_130	0.018013457504076125	-0.0009838984139771494	0.16271513700897144	-0.16271513700897142
efficientnet_131	0.03949191009597608	-0.005385347421903573	-0.11621296440655451	0.1162129644065545
efficientnet_132	0.37280782579047445	-0.03862972087694437	0.3541394409495384	-0.35413944094953836
efficientnet_133	0.45547201759847733	-0.0370975943708256	0.142842791758248	-0.142842791758248
efficientnet_134	0.5831217694588687	-0.04469410115834615	0.2699591003506722	-0.26995910035067217
efficientnet_135	0.030676994868912955	0.0037954637681599005	-0.24315752318984357	0.24315752318984354
efficientnet_136	0.03877245733659784	0.012370634535820437	-0.2811694100717801	0.28116941007178003
efficientnet_137	0.04392456936893796	-0.009704490195615189	-0.016893807866784794	0.01689380786678479
efficientnet_138	0.3495493714216765	0.0339359916478702	-0.1812617073427421	0.18126170734274208
efficientnet_139	0.0046591597284383335	-0.003153829573776188	0.10530614732337029	-0.10530614732337028
efficientnet_140	0.04270246889937457	0.013694347787106442	-0.15986909358843981	0.1598690935884398
efficientnet_141	0.01589449782015262	0.0033160752903551387	0.07599929830313475	-0.07599929830313475
efficientnet_142	0.08548264329487298	-0.014530214082227485	0.007879605194257134	-0.007879605194257133
