feature	r2_score	cell_count_coef	Null_coef	WT_coef
efficientnet_143	0.43035658326244464	0.037346539260038954	-0.1886885134148234	0.18868851341482337
efficientnet_144	0.2251426706773454	0.031132824071924907	-0.3438658378349022	0.34386583783490215
efficientnet_145	0.4039477300532497	-0.039309034617291586	0.3214242292141937	-0.32142422921419367
efficientnet_146	0.07281340665835467	0.01561225684950277	-0.08780200214807164	0.08780200214807163
efficientnet_147	0.20386108352192556	-0.02767502211943567	0.21604392876493245	-0.21604392876493245
efficientnet_148	0.019830396226099944	-0.005382822501999923	-0.043803367250082124	0.04380336725008212
efficientnet_149	0.06242777038329583	0.0009203119040331178	-0.28971130271726686	0.2897113027172668
efficientnet_150	0.2852694071638904	0.033737042252091294	-0.3068010380632109	0.3068010380632109
efficientnet_151	0.03556206484449442	-0.012457452049548992	0.14282460636678734	-0.14282460636678734
efficientnet_152	0.06266908605942234	-0.017076737490147483	0.2896008637951147	-0.2896008637951146
efficientnet_153	0.006308954793119548	-0.0035697415314023687	0.12240225394454884	-0.12240225394454883
efficientnet_154	0.17030283580996064	-0.022967802489051257	0.09810751037655785	-0.09810751037655784
efficientnet_155	0.1313436926734075	0.023108231155998103	-0.22027500412522505	0.22027500412522505
efficientnet_156	0.24805205150094667	-0.03010243831503195	0.2182142923193892	-0.21821429231938919
efficientnet_157	0.48936350157851705	0.041599138220379715	-0.2756886369479929	0.27568863694799284
efficientnet_158	0.040482669756612855	0.0132181525764164	-0.1469935517284977	0.14699355172849768
efficientnet_159	0.2090878525658375	-0.019881244435661118	-0.07539199339566784	0.07539199339566782
efficientnet_160	0.4427788370615393	-0.03680604517367668	0.14948791305374182	-0.14948791305374182
efficientnet_161	0.1721268773914204	-0.016268345339657996	-0.11804827336228768	0.11804827336228767
efficientnet_162	0.004606794820972038	0.000678664442318979	0.06334110808758509	-0.06334110808758507
efficientnet_163	0.40878272292423923	0.032097967517579214	-0.027914472342391	0.027914472342390993
efficientnet_164	0.14948411613554158	0.016568806311187158	0.07073026113176319	-0.07073026113176319
efficientnet_165	0.19295114586089523	-0.027136855162965552	0.22060727669329533	-0.2206072766932953
efficientnet_166	0.017525151963209362	-0.007261424455607476	0.027439314964461115	-0.027439314964461115
efficientnet_167	0.0350560352465622	-0.012725493330463775	0.17787834068568498	-0.17787834068568495
efficientnet_168	0.14246333660723687	0.021928245022577036	-0.12656798029205074	0.12656798029205074
efficientnet_169	0.031088999695597974	0.011746658094274472	-0.22946741123363035	0.22946741123363035
efficientnet_170	0.03838876431214122	0.01321561169842317	-0.17290434480015432	0.1729043448001543
efficientnet_171	0.039109439974286175	0.0004819044285269076	0.21037424461239113	-0.2103742446123911
efficientnet_172	0.43379232041824756	0.03764690080711284	-0.1955294279095236	0.19552942790952357
efficientnet_173	0.13218229493058775	0.015168178217610427	0.07825189530080486	-0.07825189530080484
efficientnet_174	0.04195311980996852	0.00590994339183065	-0.2981408802337497	0.2981408802337497
efficientnet_175	0.05706019049029609	0.007791175803774466	0.10855630918444009	-0.10855630918444009
efficientnet_176	0.031286813280359205	0.009511859387289722	-0.029644187115791698	0.02964418711579169
efficientnet_177	0.012732168018204315	-0.00770767518097936	0.11547574251547721	-0.11547574251547718
efficientnet_178	0.14765946661208207	-0.025841459196043783	0.3308130778025607	-0.33081307780256064
efficientnet_179	0.021957843496864915	-0.009038919688680645	0.06880279890364357	-0.06880279890364357
efficientnet_180	0.0018016340563903332	0.00227440887304616	-0.006819237688595539	0.006819237688595537
efficientnet_181	0.005068596306945117	0.0046642992297616405	-0.051107052605271125	0.05110705260527112
efficientnet_182	0.09512256103235561	-0.021031602288187814	0.3582209435511339	-0.3582209435511338
efficientnet_183	0.06358747804200082	0.013172348943106356	-0.028458626589992896	0.02845862658999289
efficientnet_184	0.03882950614859548	-0.0002231939395077333	-0.21378586483545797	0.21378586483545792
efficientnet_185	0.09578246756041986	0.020872357411352734	-0.3863260418508041	0.38632604185080405
efficientnet_186	0.011266450783996573	-0.0051329589141893605	-0.001739378386000006	0.0017393783860000056
efficientnet_187	0.2691258499608917	0.02270260810677662	0.08125337666187976	-0.08125337666187975
efficientnet_188	0.0033303948003139405	-0.0035717052070014985	0.08348467985685412	-0.08348467985685412
efficientnet_189	0.18732429285915664	0.02238571242429242	-0.04112140004178988	0.04112140004178987
efficientnet_190	0.38368631307041967	0.03054615615220784	-0.008923291212311139	0.008923291212311137
efficientnet_191	0.015417661805178007	0.007124075444057386	-0.037943314642483454	0.03794331464248345
efficientnet_192	0.03407793044215357	0.00012111367588789507	0.20168636716249522	-0.20168636716249522
efficientnet_193	0.06759811500716184	0.014418798128112947	-0.05984222596888819	0.05984222596888819
efficientnet_194	0.13693563208396498	-0.024081038344539854	0.25464430295748935	-0.2546443029574893
efficientnet_195	0.0032760226248619295	-0.0038034949938186347	0.045121053099680467	-0.045121053099680467
efficientnet_196	0.028577311967311392	0.004553366983405205	0.0994881968001251	-0.09948819680012509
efficientnet_197	0.06464056092829118	0.012720888425974092	-0.009673767991160154	0.009673767991160152
efficientnet_198	0.0846240859608054	0.01989565582782454	-0.3125865277280856	0.31258652772808554
efficientnet_199	0.05599482110195664	-0.002134489466374451	0.29241822325634614	-0.2924182232563461
efficientnet_200	0.09594947904206397	0.02074607950101296	-0.2583554075974987	0.2583554075974987
efficientnet_201	0.06345110180899793	0.009801642569196108	0.07371664489086983	-0.07371664489086982
efficientnet_202	0.10117784669845653	0.021751447003629482	-0.3497910538325537	0.34979105383255366
efficientnet_203	0.05352226349390721	0.014228768936563952	-0.11305255615350784	0.11305255615350783
efficientnet_204	0.3450965481109023	-0.02913135943607649	0.013755439774285345	-0.013755439774285344
efficientnet_205	0.003433070655850856	-0.003943841727081559	0.05081205908151956	-0.050812059081519555
efficientnet_206	0.052405858114762394	-0.014855915250424982	0.31429694004225406	-0.314296940042254
efficientnet_207	0.46791024986078067	0.037384221705077915	-0.13668366436234372	0.1366836643623437
efficientnet_208	0.49540924140156684	0.03697855374996882	-0.08683609492722474	0.08683609492722474
efficientnet_209	0.10587578600154612	0.01326271132057321	0.07877595489532857	-0.07877595489532857
efficientnet_210	0.00837572253882879	0.005640650147567401	-0.04530741473945743	0.04530741473945742
efficientnet_211	0.2625768603942088	0.03233413477329456	-0.2925334986619934	0.29253349866199335
efficientnet_212	0.024301745489572757	-0.00948127826774891	0.22835046819378635	-0.2283504681937863
efficientnet_213	0.14662398575027769	0.020505603937690492	-0.06106617519397879	0.06106617519397878
efficientnet_214	0.06544445321075476	-0.013700006180307329	0.040813874756083786	-0.04081387475608378
efficientnet_215	0.4118155349446011	0.03389667809052206	-0.08558948863692134	0.08558948863692133
efficientnet_216	0.4534174698783452	-0.045277340247745074	0.5791126802158872	-0.5791126802158872
efficientnet_217	0.01963887068558401	0.008473655590904454	-0.061564769543887524	0.06156476954388751
efficientnet_218	0.3464107768239275	0.03342469179293828	-0.1660144661882468	0.16601446618824678
efficientnet_219	0.03788538445347367	-0.012896039422510773	0.15036128444667737	-0.15036128444667737
efficientnet_220	0.2072253483600327	-0.030182870212210937	0.35341047434644574	-0.3534104743464457
efficientnet_221	0.09030909243260965	0.020176182182141962	-0.25537142360880466	0.25537142360880466
efficientnet_222	0.009152241841463016	-0.00410601838163821	0.14698681011836623	-0.14698681011836623
efficientnet_223	0.05756006916662548	-0.016401991322889095	0.2666101228912463	-0.26661012289124625
efficientnet_224	0.13745367180372137	0.014983065880858671	0.09331749217880317	-0.09331749217880315
efficientnet_225	0.638228789328564	0.045088164822148495	-0.21422096200035662	0.21422096200035662
efficientnet_226	0.18143336382814368	-0.02169274631606644	0.02893781864682369	-0.028937818646823685
efficientnet_227	0.037482656796538616	0.005853824928651106	0.09910662973395992	-0.09910662973395991
efficientnet_228	0.1855316877910741	-0.029184312673197255	0.3960276459120089	-0.39602764591200884
efficientnet_229	0.04460806007313134	-0.01413307780688777	0.27132010904797493	-0.27132010904797493
efficientnet_230	0.03962699937527425	0.01355479456733403	-0.23462147326009702	0.23462147326009697
efficientnet_231	0.02442611853529275	-0.007553062045814667	-0.0027156344925480316	0.0027156344925480316
efficientnet_232	0.03729837136149061	-0.0060153165491525044	-0.0946608273419014	0.09466082734190139
efficientnet_233	0.08434646961904302	0.010064933724828641	0.11723527749612744	-0.11723527749612742
efficientnet_234	0.035361609985876674	-0.00623486051846866	0.279852853622882	-0.2798528536228819
efficientnet_235	0.2511105839664244	0.024112877085065685	0.012035001134769411	-0.01203500113476941
efficientnet_236	0.014287804825680928	-0.0006800875541798377	0.14211958947948242	-0.1421195894794824
efficientnet_237	0.23675170544941382	0.03056730624177132	-0.2704795770925171	0.2704795770925171
efficientnet_238	0.051800533081422406	-0.014846296576450561	0.1589591912040831	-0.1589591912040831
efficientnet_239	0.03627041094421268	0.012849332201713519	-0.23731277763351594	0.23731277763351588
efficientnet_240	0.2701510344441489	-0.03394662005301857	0.36586380766984095	-0.3658638076698409
efficientnet_241	0.0394005200586679	0.013209436983329584	-0.2590955372825837	0.25909553728258367
efficientnet_242	0.25874222823839677	0.025733725625149775	-0.02878232072815911	0.028782320728159103
efficientnet_243	0.18562712428637484	-0.02717902711897573	0.24555461157665626	-0.24555461157665623
efficientnet_244	0.2704333047577856	0.0254870076764243	-0.0023704878948385202	0.00237048789483852
efficientnet_245	0.17080882569237377	-0.02648885329723037	0.2591502461201235	-0.25915024612012344
efficientnet_246	0.13875033652038338	0.01912046120856921	-0.03040457500486271	0.030404575004862704
efficientnet_247	0.32220761341505944	-0.03244884394598496	0.16864487124967883	-0.1686448712496788
efficientnet_248	0.03496358317544812	-0.007011401858032102	-0.06177049794470796	0.061770497944707944
efficientnet_249	0.0810997713335857	-0.018465738237331976	0.19166575519895074	-0.19166575519895074
efficientnet_250	0.24743465653029273	-0.031435231811276755	0.28655166651123926	-0.2865516665112392
efficientnet_251	0.01759613985683639	-0.008893863878450361	0.16931908168655635	-0.16931908168655632
efficientnet_252	0.033041510153793974	-0.012412727985832744	0.20719677354813237	-0.20719677354813237
efficientnet_253	0.14286681984012084	-0.015870386813974065	-0.07849560647113424	0.07849560647113422
efficientnet_254	0.03150062045813029	0.008955971606260806	-0.009271662192604516	0.009271662192604514
efficientnet_255	0.04781815432181136	0.011304710785656896	-0.020587332378114904	0.0205873323781149
efficientnet_256	0.004263646495651474	0.0014651829420780247	0.044898116580275954	-0.044898116580275954
efficientnet_257	0.11771183613350689	0.017227768284830136	-0.015094909656930073	0.015094909656930071
efficientnet_258	0.13090745703064466	0.01626530388732093	0.04392023843643322	-0.043920238436433216
efficientnet_259	0.24080679520279658	-0.027767547998959054	0.1344287455704362	-0.1344287455704362
efficientnet_260	0.28014534038331484	0.022868502765538912	0.09145443767534828	-0.09145443767534826
efficientnet_261	0.1413547294020352	0.019040592935551347	-0.021944456247245687	0.021944456247245683
efficientnet_262	0.1552110437421793	0.014530749970562131	0.13649404900142137	-0.13649404900142134
efficientnet_263	0.22400732646356947	-0.02605696253246632	0.10170348482831568	-0.10170348482831566
efficientnet_264	0.26139980003527297	-0.034439097592760703	0.44608876396852715	-0.44608876396852704
efficientnet_265	0.009038435097892261	-0.0033198629094271614	0.14258100738939733	-0.14258100738939733
efficientnet_266	0.11112640808059215	0.009615318489604651	0.18155717177766822	-0.18155717177766822
efficientnet_267	0.10518262463633854	0.017662919913025387	-0.0625112282833772	0.06251122828337718
efficientnet_268	0.26016788452958794	0.028906395255291976	-0.1414770401324672	0.14147704013246717
efficientnet_269	0.037056127735627276	-0.0005940675721264879	-0.20272237585698483	0.2027223758569848
efficientnet_270	0.07275130612803016	-0.017048546193102993	0.15555248535086952	-0.15555248535086952
efficientnet_271	0.1850610367102402	-0.021500128742169104	0.015579690839746974	-0.015579690839746972
efficientnet_272	0.22760788171581559	-0.02998536333109287	0.26595954429693985	-0.2659595442969398
efficientnet_273	0.40109668214842364	0.03398235023303244	-0.10342661453891036	0.10342661453891035
efficientnet_274	0.5291007647414666	0.043881878800367355	-0.31490198805585223	0.31490198805585223
efficientnet_275	0.20728148649239742	0.02696068856227654	-0.1744568705016691	0.17445687050166908
efficientnet_276	0.19915663027791175	0.025956179580266817	-0.15087375079807083	0.15087375079807083
efficientnet_277	0.17756920624423622	-0.019693275664121834	-0.02839366068814303	0.028393660688143023
efficientnet_278	0.022125056526307363	0.007803836431201822	-0.017971082121174136	0.017971082121174133
efficientnet_279	0.09562228754919	0.0208676686882458	-0.27402020688740725	0.2740202068874072
efficientnet_280	0.05578355675860225	0.004425715509454867	0.18065365764150348	-0.18065365764150346
efficientnet_281	0.1844394573992746	-0.02875275678506681	0.357195278960608	-0.35719527896060793
efficientnet_282	0.534844239981806	-0.04089646584895379	0.18133157803252992	-0.1813315780325299
efficientnet_283	0.18705545809651336	0.017236341503384437	0.11551800997559297	-0.11551800997559294
efficientnet_284	0.2315130805872596	0.029954785123112927	-0.2532413944820837	0.2532413944820837
efficientnet_285	0.07097723987428073	-0.005498092082998923	-0.19333518744515776	0.19333518744515774
efficientnet_286	0.15836528594287635	0.01992511453113816	-0.015606197871043507	0.015606197871043507
efficientnet_287	0.311945485868549	0.029910056360231054	-0.08909071416784176	0.08909071416784174
efficientnet_288	0.04943107220126908	0.0120647020001366	-0.04123653393262457	0.04123653393262457
efficientnet_289	0.15831130725255105	0.01985886958142108	-0.013525674542966878	0.013525674542966878
efficientnet_290	0.017448012837889437	-0.0035358308758118608	-0.07823871231280244	0.07823871231280244
efficientnet_291	0.20145783402755224	0.028493177883926288	-0.2656755956632185	0.26567559566321847
efficientnet_292	0.14363252282882144	0.011747730687378792	0.18711808066979363	-0.1871180806697936
efficientnet_293	0.07451503275435334	-0.01655049022441509	0.12200252172774087	-0.12200252172774087
efficientnet_294	0.018332165877241402	-0.008974672040190222	0.10490606407825157	-0.10490606407825157
efficientnet_295	0.30121085635458644	0.03342186059172663	-0.2521723922000459	0.2521723922000459
efficientnet_296	0.19169126338095088	0.024125250464715444	-0.09487303801334446	0.09487303801334444
efficientnet_297	0.15817408113631426	-0.023541435085940577	0.15195754560745822	-0.1519575456074582
efficientnet_298	0.06037902243950888	0.011128913737834126	0.027358701498065706	-0.0273587014980657
efficientnet_299	0.069720257906982	0.018057309787440322	-0.28102915315139	0.28102915315138993
efficientnet_300	0.25659251283062445	0.023798060026643336	0.030265075208459953	-0.030265075208459946
efficientnet_301	0.06869949635434214	-0.013488941854283155	0.022580827746854604	-0.0225808277468546
efficientnet_302	0.0012634575629196787	-0.00028918148254419846	0.04349249507811993	-0.043492495078119926
efficientnet_303	0.7121823705146668	-0.04768199049987085	0.22838586715501935	-0.22838586715501935
efficientnet_304	0.060956328624301004	-0.016757581263624095	0.23108232903581422	-0.23108232903581422
efficientnet_305	0.14690944421703578	0.01677972694325223	0.0598499340975836	-0.059849934097583594
efficientnet_306	0.06409201044138946	-0.016204868864167648	0.1575039742854274	-0.15750397428542737
