feature	u	v	sig_level	power	estimated_sample_size
efficientnet_119	1	254	1.30480167014614e-05	0.8	1347.85703528814
efficientnet_120	1	254	1.30480167014614e-05	0.8	1328.03141653562
efficientnet_121	1	254	1.30480167014614e-05	0.8	7597.42057276051
efficientnet_122	1	254	1.30480167014614e-05	0.8	62.7008445456513
efficientnet_123	1	254	1.30480167014614e-05	0.8	11632.2647528264
efficientnet_124	1	254	1.30480167014614e-05	0.8	113.32198168218
efficientnet_125	1	254	1.30480167014614e-05	0.8	260.00887277843
efficientnet_126	1	254	1.30480167014614e-05	0.8	192.50267832646
efficientnet_127	1	254	1.30480167014614e-05	0.8	292.715967240504
efficientnet_128	1	254	1.30480167014614e-05	0.8	3459.34421481724
efficientnet_129	1	254	1.30480167014614e-05	0.8	83.3069629658808
efficientnet_130	1	254	1.30480167014614e-05	0.8	1484.08103021761
efficientnet_131	1	254	1.30480167014614e-05	0.8	667.386928558475
efficientnet_132	1	254	1.30480167014614e-05	0.8	54.9152189933412
efficientnet_133	1	254	1.30480167014614e-05	0.8	41.6993628963158
efficientnet_134	1	254	1.30480167014614e-05	0.8	28.5825137730592
efficientnet_135	1	254	1.30480167014614e-05	0.8	864.20268655529
efficientnet_136	1	254	1.30480167014614e-05	0.8	680.096595117793
efficientnet_137	1	254	1.30480167014614e-05	0.8	598.265541526163
efficientnet_138	1	254	1.30480167014614e-05	0.8	59.7536949303732
efficientnet_139	1	254	1.30480167014614e-05	0.8	5788.12594513851
efficientnet_140	1	254	1.30480167014614e-05	0.8	615.889784677162
efficientnet_141	1	254	1.30480167014614e-05	0.8	1684.26974840132
efficientnet_142	1	254	1.30480167014614e-05	0.8	298.874563775947
efficientnet_143	1	254	1.30480167014614e-05	0.8	45.1814244759904
efficientnet_144	1	254	1.30480167014614e-05	0.8	102.556678181256
efficientnet_145	1	254	1.30480167014614e-05	0.8	49.3059198441195
efficientnet_146	1	254	1.30480167014614e-05	0.8	353.934555022316
efficientnet_147	1	254	1.30480167014614e-05	0.8	115.104252259699
efficientnet_148	1	254	1.30480167014614e-05	0.8	1346.49550902764
efficientnet_149	1	254	1.30480167014614e-05	0.8	415.738287660626
efficientnet_150	1	254	1.30480167014614e-05	0.8	77.2155541201379
efficientnet_151	1	254	1.30480167014614e-05	0.8	743.077786335207
efficientnet_152	1	254	1.30480167014614e-05	0.8	414.069796941742
efficientnet_153	1	254	1.30480167014614e-05	0.8	4269.93884094292
efficientnet_154	1	254	1.30480167014614e-05	0.8	141.257845538739
efficientnet_155	1	254	1.30480167014614e-05	0.8	188.378365705189
efficientnet_156	1	254	1.30480167014614e-05	0.8	91.4540950149406
efficientnet_157	1	254	1.30480167014614e-05	0.8	37.5615638529374
efficientnet_158	1	254	1.30480167014614e-05	0.8	650.623822317636
efficientnet_159	1	254	1.30480167014614e-05	0.8	111.786071844774
efficientnet_160	1	254	1.30480167014614e-05	0.8	43.4102467320135
efficientnet_161	1	254	1.30480167014614e-05	0.8	139.574295229617
efficientnet_162	1	254	1.30480167014614e-05	0.8	5854.11837808271
efficientnet_163	1	254	1.30480167014614e-05	0.8	48.5112097761334
efficientnet_164	1	254	1.30480167014614e-05	0.8	163.38275682053
efficientnet_165	1	254	1.30480167014614e-05	0.8	122.609281805142
efficientnet_166	1	254	1.30480167014614e-05	0.8	1525.92121826534
efficientnet_167	1	254	1.30480167014614e-05	0.8	754.057447908952
efficientnet_168	1	254	1.30480167014614e-05	0.8	172.301712400992
efficientnet_169	1	254	1.30480167014614e-05	0.8	852.517251692109
efficientnet_170	1	254	1.30480167014614e-05	0.8	687.069595459266
efficientnet_171	1	254	1.30480167014614e-05	0.8	674.085329559815
efficientnet_172	1	254	1.30480167014614e-05	0.8	44.6814904886255
efficientnet_173	1	254	1.30480167014614e-05	0.8	187.071619242044
efficientnet_174	1	254	1.30480167014614e-05	0.8	627.204165468635
efficientnet_175	1	254	1.30480167014614e-05	0.8	456.498417741437
efficientnet_176	1	254	1.30480167014614e-05	0.8	847.016137972752
efficientnet_177	1	254	1.30480167014614e-05	0.8	2106.95649409988
efficientnet_178	1	254	1.30480167014614e-05	0.8	165.619175215385
efficientnet_179	1	254	1.30480167014614e-05	0.8	1214.33590108847
efficientnet_180	1	254	1.30480167014614e-05	0.8	14996.3576363257
efficientnet_181	1	254	1.30480167014614e-05	0.8	5319.14884661203
efficientnet_182	1	254	1.30480167014614e-05	0.8	266.80503544321
efficientnet_183	1	254	1.30480167014614e-05	0.8	407.835714866755
efficientnet_184	1	254	1.30480167014614e-05	0.8	679.071593140699
efficientnet_185	1	254	1.30480167014614e-05	0.8	264.845755562563
efficientnet_186	1	254	1.30480167014614e-05	0.8	2383.34578689233
efficientnet_187	1	254	1.30480167014614e-05	0.8	82.9087084339258
efficientnet_188	1	254	1.30480167014614e-05	0.8	8104.48099700053
efficientnet_189	1	254	1.30480167014614e-05	0.8	126.821576507392
efficientnet_190	1	254	1.30480167014614e-05	0.8	52.852721703352
efficientnet_191	1	254	1.30480167014614e-05	0.8	1736.90351382892
efficientnet_192	1	254	1.30480167014614e-05	0.8	776.204299893666
efficientnet_193	1	254	1.30480167014614e-05	0.8	382.596417855534
efficientnet_194	1	254	1.30480167014614e-05	0.8	179.967302144361
efficientnet_195	1	254	1.30480167014614e-05	0.8	8239.28239436559
efficientnet_196	1	254	1.30480167014614e-05	0.8	928.988736095337
efficientnet_197	1	254	1.30480167014614e-05	0.8	400.905361374179
efficientnet_198	1	254	1.30480167014614e-05	0.8	302.085083162934
efficientnet_199	1	254	1.30480167014614e-05	0.8	465.51799889468
efficientnet_200	1	254	1.30480167014614e-05	0.8	264.354167275473
efficientnet_201	1	254	1.30480167014614e-05	0.8	408.750033010878
efficientnet_202	1	254	1.30480167014614e-05	0.8	249.785370989364
efficientnet_203	1	254	1.30480167014614e-05	0.8	487.834742663125
efficientnet_204	1	254	1.30480167014614e-05	0.8	60.7541270109735
efficientnet_205	1	254	1.30480167014614e-05	0.8	7861.56833335989
efficientnet_206	1	254	1.30480167014614e-05	0.8	498.601201250479
efficientnet_207	1	254	1.30480167014614e-05	0.8	40.1119944527739
efficientnet_208	1	254	1.30480167014614e-05	0.8	36.8821930596434
efficientnet_209	1	254	1.30480167014614e-05	0.8	237.921849587775
efficientnet_210	1	254	1.30480167014614e-05	0.8	3211.97129706887
efficientnet_211	1	254	1.30480167014614e-05	0.8	85.4175787425786
efficientnet_212	1	254	1.30480167014614e-05	0.8	1095.52026027308
efficientnet_213	1	254	1.30480167014614e-05	0.8	166.913084992441
efficientnet_214	1	254	1.30480167014614e-05	0.8	395.765035300684
efficientnet_215	1	254	1.30480167014614e-05	0.8	48.022188176362
efficientnet_216	1	254	1.30480167014614e-05	0.8	41.9698556552647
efficientnet_217	1	254	1.30480167014614e-05	0.8	1359.79820795946
efficientnet_218	1	254	1.30480167014614e-05	0.8	60.4561879809335
efficientnet_219	1	254	1.30480167014614e-05	0.8	696.431909253525
efficientnet_220	1	254	1.30480167014614e-05	0.8	112.94928509945
efficientnet_221	1	254	1.30480167014614e-05	0.8	281.962455443405
efficientnet_222	1	254	1.30480167014614e-05	0.8	2937.9635196014
efficientnet_223	1	254	1.30480167014614e-05	0.8	452.381449279829
efficientnet_224	1	254	1.30480167014614e-05	0.8	179.222736499044
efficientnet_225	1	254	1.30480167014614e-05	0.8	24.501497569684
efficientnet_226	1	254	1.30480167014614e-05	0.8	131.51140547408
efficientnet_227	1	254	1.30480167014614e-05	0.8	704.103272003492
efficientnet_228	1	254	1.30480167014614e-05	0.8	128.217164986448
efficientnet_229	1	254	1.30480167014614e-05	0.8	588.829799550368
efficientnet_230	1	254	1.30480167014614e-05	0.8	665.051938901252
efficientnet_231	1	254	1.30480167014614e-05	0.8	1089.85270312109
efficientnet_232	1	254	1.30480167014614e-05	0.8	707.668871962342
efficientnet_233	1	254	1.30480167014614e-05	0.8	303.137194651552
efficientnet_234	1	254	1.30480167014614e-05	0.8	747.389621654799
efficientnet_235	1	254	1.30480167014614e-05	0.8	90.1249815496848
efficientnet_236	1	254	1.30480167014614e-05	0.8	1875.64301160697
efficientnet_237	1	254	1.30480167014614e-05	0.8	96.6622603994209
efficientnet_238	1	254	1.30480167014614e-05	0.8	504.632940408805
efficientnet_239	1	254	1.30480167014614e-05	0.8	728.222914860923
efficientnet_240	1	254	1.30480167014614e-05	0.8	82.5269650642169
efficientnet_241	1	254	1.30480167014614e-05	0.8	668.975666064348
efficientnet_242	1	254	1.30480167014614e-05	0.8	86.9454792665267
efficientnet_243	1	254	1.30480167014614e-05	0.8	128.142186462863
efficientnet_244	1	254	1.30480167014614e-05	0.8	82.4223648217202
efficientnet_245	1	254	1.30480167014614e-05	0.8	140.787225338712
efficientnet_246	1	254	1.30480167014614e-05	0.8	177.383407185153
efficientnet_247	1	254	1.30480167014614e-05	0.8	66.3316622283814
efficientnet_248	1	254	1.30480167014614e-05	0.8	756.097778142603
efficientnet_249	1	254	1.30480167014614e-05	0.8	315.976222981349
efficientnet_250	1	254	1.30480167014614e-05	0.8	91.7263670165088
efficientnet_251	1	254	1.30480167014614e-05	0.8	1519.69442259807
efficientnet_252	1	254	1.30480167014614e-05	0.8	801.102348542189
efficientnet_253	1	254	1.30480167014614e-05	0.8	171.765404645306
efficientnet_254	1	254	1.30480167014614e-05	0.8	841.14792744676
efficientnet_255	1	254	1.30480167014614e-05	0.8	548.122109463598
efficientnet_256	1	254	1.30480167014614e-05	0.8	6326.68399903865
efficientnet_257	1	254	1.30480167014614e-05	0.8	212.230665089322
efficientnet_258	1	254	1.30480167014614e-05	0.8	189.064727942636
efficientnet_259	1	254	1.30480167014614e-05	0.8	94.7371451808574
efficientnet_260	1	254	1.30480167014614e-05	0.8	78.9516205844266
efficientnet_261	1	254	1.30480167014614e-05	0.8	173.791027059804
efficientnet_262	1	254	1.30480167014614e-05	0.8	156.704876748659
efficientnet_263	1	254	1.30480167014614e-05	0.8	103.165885391354
efficientnet_264	1	254	1.30480167014614e-05	0.8	85.8818132070599
efficientnet_265	1	254	1.30480167014614e-05	0.8	2975.17763308784
efficientnet_266	1	254	1.30480167014614e-05	0.8	225.849583764833
efficientnet_267	1	254	1.30480167014614e-05	0.8	239.605622811754
efficientnet_268	1	254	1.30480167014614e-05	0.8	86.3721761210905
efficientnet_269	1	254	1.30480167014614e-05	0.8	712.409853773299
efficientnet_270	1	254	1.30480167014614e-05	0.8	354.251664242732
efficientnet_271	1	254	1.30480167014614e-05	0.8	128.588056403324
efficientnet_272	1	254	1.30480167014614e-05	0.8	101.254711413719
efficientnet_273	1	254	1.30480167014614e-05	0.8	49.7834459226462
efficientnet_274	1	254	1.30480167014614e-05	0.8	33.376069303551
efficientnet_275	1	254	1.30480167014614e-05	0.8	112.913919077011
efficientnet_276	1	254	1.30480167014614e-05	0.8	118.239693576476
efficientnet_277	1	254	1.30480167014614e-05	0.8	134.756635583738
efficientnet_278	1	254	1.30480167014614e-05	0.8	1205.02574093043
efficientnet_279	1	254	1.30480167014614e-05	0.8	265.318848993928
efficientnet_280	1	254	1.30480167014614e-05	0.8	467.347527493114
efficientnet_281	1	254	1.30480167014614e-05	0.8	129.080783265581
efficientnet_282	1	254	1.30480167014614e-05	0.8	32.8215874210539
efficientnet_283	1	254	1.30480167014614e-05	0.8	127.029167467439
efficientnet_284	1	254	1.30480167014614e-05	0.8	99.2489962374729
efficientnet_285	1	254	1.30480167014614e-05	0.8	363.545245417241
efficientnet_286	1	254	1.30480167014614e-05	0.8	153.233091516442
efficientnet_287	1	254	1.30480167014614e-05	0.8	69.0973672048721
efficientnet_288	1	254	1.30480167014614e-05	0.8	529.664103172126
efficientnet_289	1	254	1.30480167014614e-05	0.8	153.291341119408
efficientnet_290	1	254	1.30480167014614e-05	0.8	1532.74504209698
efficientnet_291	1	254	1.30480167014614e-05	0.8	116.687692030432
efficientnet_292	1	254	1.30480167014614e-05	0.8	170.75591955502
efficientnet_293	1	254	1.30480167014614e-05	0.8	345.450936232347
efficientnet_294	1	254	1.30480167014614e-05	0.8	1457.97484055495
efficientnet_295	1	254	1.30480167014614e-05	0.8	72.191610677427
efficientnet_296	1	254	1.30480167014614e-05	0.8	123.530960761662
efficientnet_297	1	254	1.30480167014614e-05	0.8	153.439603829817
efficientnet_298	1	254	1.30480167014614e-05	0.8	430.440853522636
efficientnet_299	1	254	1.30480167014614e-05	0.8	370.416287285631
efficientnet_300	1	254	1.30480167014614e-05	0.8	87.8219821312091
efficientnet_301	1	254	1.30480167014614e-05	0.8	376.181075975443
efficientnet_302	1	254	1.30480167014614e-05	0.8	21391.6109421314
efficientnet_303	1	254	1.30480167014614e-05	0.8	19.9591207211408
efficientnet_304	1	254	1.30480167014614e-05	0.8	426.197861431422
efficientnet_305	1	254	1.30480167014614e-05	0.8	166.554562849043
efficientnet_306	1	254	1.30480167014614e-05	0.8	404.486962421407
efficientnet_307	1	254	1.30480167014614e-05	0.8	103.990211080498
efficientnet_308	1	254	1.30480167014614e-05	0.8	58.383527280267
efficientnet_309	1	254	1.30480167014614e-05	0.8	323.289596334377
efficientnet_310	1	254	1.30480167014614e-05	0.8	172.544048025354
efficientnet_311	1	254	1.30480167014614e-05	0.8	5840.86029129824
efficientnet_312	1	254	1.30480167014614e-05	0.8	629.480302471921
efficientnet_313	1	254	1.30480167014614e-05	0.8	1178.31234927929
efficientnet_314	1	254	1.30480167014614e-05	0.8	425.241748780573
efficientnet_315	1	254	1.30480167014614e-05	0.8	138.450922031328
efficientnet_316	1	254	1.30480167014614e-05	0.8	69.0313478546224
efficientnet_317	1	254	1.30480167014614e-05	0.8	34.2572583248608
efficientnet_318	1	254	1.30480167014614e-05	0.8	997.305388209039
efficientnet_319	1	254	1.30480167014614e-05	0.8	258.647216573433
efficientnet_320	1	254	1.30480167014614e-05	0.8	68.2014700655648
efficientnet_322	1	254	1.30480167014614e-05	0.8	237.776930398938
efficientnet_323	1	254	1.30480167014614e-05	0.8	128.071277923978
efficientnet_324	1	254	1.30480167014614e-05	0.8	219.086860241798
efficientnet_325	1	254	1.30480167014614e-05	0.8	173.05916760849
efficientnet_326	1	254	1.30480167014614e-05	0.8	1273.79318070455
efficientnet_327	1	254	1.30480167014614e-05	0.8	1019.87108937869
efficientnet_328	1	254	1.30480167014614e-05	0.8	3513.7908845396
efficientnet_329	1	254	1.30480167014614e-05	0.8	99.1926652858032
efficientnet_330	1	254	1.30480167014614e-05	0.8	121.467624931088
efficientnet_331	1	254	1.30480167014614e-05	0.8	51.3593638648716
efficientnet_332	1	254	1.30480167014614e-05	0.8	233.130462685072
efficientnet_333	1	254	1.30480167014614e-05	0.8	5043.5368165979
efficientnet_334	1	254	1.30480167014614e-05	0.8	328.98617628984
efficientnet_335	1	254	1.30480167014614e-05	0.8	137.645327054784
efficientnet_336	1	254	1.30480167014614e-05	0.8	1141.46072512047
efficientnet_337	1	254	1.30480167014614e-05	0.8	6401.09271126977
efficientnet_338	1	254	1.30480167014614e-05	0.8	291.53488943777
efficientnet_339	1	254	1.30480167014614e-05	0.8	606.047278536431
efficientnet_340	1	254	1.30480167014614e-05	0.8	443.897833733176
efficientnet_341	1	254	1.30480167014614e-05	0.8	313.839867086837
efficientnet_342	1	254	1.30480167014614e-05	0.8	345.793933956021
efficientnet_343	1	254	1.30480167014614e-05	0.8	37.7261150497539
efficientnet_344	1	254	1.30480167014614e-05	0.8	370.934819265834
efficientnet_345	1	254	1.30480167014614e-05	0.8	44.4998389464883
efficientnet_346	1	254	1.30480167014614e-05	0.8	439.586929164611
efficientnet_347	1	254	1.30480167014614e-05	0.8	498.469114651917
efficientnet_348	1	254	1.30480167014614e-05	0.8	94.2458816630833
efficientnet_349	1	254	1.30480167014614e-05	0.8	63.1389383538618
efficientnet_350	1	254	1.30480167014614e-05	0.8	4926.46543447745
efficientnet_351	1	254	1.30480167014614e-05	0.8	974.570468460318
efficientnet_352	1	254	1.30480167014614e-05	0.8	2517.92936473761
efficientnet_353	1	254	1.30480167014614e-05	0.8	196.57671658044
efficientnet_354	1	254	1.30480167014614e-05	0.8	70.8159963914337
efficientnet_355	1	254	1.30480167014614e-05	0.8	161.911172223484
efficientnet_356	1	254	1.30480167014614e-05	0.8	185.948667188426
efficientnet_357	1	254	1.30480167014614e-05	0.8	11708.2995446234
efficientnet_358	1	254	1.30480167014614e-05	0.8	146.319177938984
efficientnet_359	1	254	1.30480167014614e-05	0.8	892.459471194373
efficientnet_360	1	254	1.30480167014614e-05	0.8	1929.69511134829
efficientnet_361	1	254	1.30480167014614e-05	0.8	906.209942764909
efficientnet_362	1	254	1.30480167014614e-05	0.8	8163.15918369332
efficientnet_363	1	254	1.30480167014614e-05	0.8	151.251001479839
efficientnet_364	1	254	1.30480167014614e-05	0.8	364.706190612395
efficientnet_365	1	254	1.30480167014614e-05	0.8	938.186371663212
efficientnet_366	1	254	1.30480167014614e-05	0.8	45.0339059594157
efficientnet_367	1	254	1.30480167014614e-05	0.8	332.59951106417
efficientnet_368	1	254	1.30480167014614e-05	0.8	45.2648444556107
efficientnet_369	1	254	1.30480167014614e-05	0.8	195.599494908543
efficientnet_370	1	254	1.30480167014614e-05	0.8	135.83031973897
efficientnet_371	1	254	1.30480167014614e-05	0.8	268.086127250131
efficientnet_372	1	254	1.30480167014614e-05	0.8	43.867699518841
efficientnet_373	1	254	1.30480167014614e-05	0.8	368.758371266389
efficientnet_374	1	254	1.30480167014614e-05	0.8	1106.10247715748
efficientnet_375	1	254	1.30480167014614e-05	0.8	1372.57983273773
efficientnet_376	1	254	1.30480167014614e-05	0.8	1533.95682221858
efficientnet_377	1	254	1.30480167014614e-05	0.8	654.716702613749
efficientnet_378	1	254	1.30480167014614e-05	0.8	34.443500645728
efficientnet_379	1	254	1.30480167014614e-05	0.8	1035.26475941639
efficientnet_380	1	254	1.30480167014614e-05	0.8	205.406419369435
efficientnet_381	1	254	1.30480167014614e-05	0.8	179.24065692837
efficientnet_382	1	254	1.30480167014614e-05	0.8	39.974529571544
efficientnet_383	1	254	1.30480167014614e-05	0.8	1754.25064001757
efficientnet_384	1	254	1.30480167014614e-05	0.8	330.9988356679
efficientnet_385	1	254	1.30480167014614e-05	0.8	146.802393577152
efficientnet_386	1	254	1.30480167014614e-05	0.8	261.287422442276
efficientnet_387	1	254	1.30480167014614e-05	0.8	372.490253611978
efficientnet_388	1	254	1.30480167014614e-05	0.8	11253.136705999
efficientnet_389	1	254	1.30480167014614e-05	0.8	1107.49781981342
efficientnet_390	1	254	1.30480167014614e-05	0.8	440.029993417686
efficientnet_391	1	254	1.30480167014614e-05	0.8	290.174922279031
efficientnet_392	1	254	1.30480167014614e-05	0.8	72.1000905046639
efficientnet_393	1	254	1.30480167014614e-05	0.8	281.874159898748
efficientnet_394	1	254	1.30480167014614e-05	0.8	463.580172611439
efficientnet_395	1	254	1.30480167014614e-05	0.8	146.737326308172
efficientnet_396	1	254	1.30480167014614e-05	0.8	45.1262601800457
efficientnet_397	1	254	1.30480167014614e-05	0.8	661.744918618433
efficientnet_398	1	254	1.30480167014614e-05	0.8	601.664987573761
efficientnet_399	1	254	1.30480167014614e-05	0.8	15068.8071846805
efficientnet_400	1	254	1.30480167014614e-05	0.8	277.392139242573
efficientnet_401	1	254	1.30480167014614e-05	0.8	67.0279588047628
efficientnet_402	1	254	1.30480167014614e-05	0.8	193.195092416768
efficientnet_403	1	254	1.30480167014614e-05	0.8	18271.2218825331
efficientnet_404	1	254	1.30480167014614e-05	0.8	172.933700791335
efficientnet_405	1	254	1.30480167014614e-05	0.8	226.490500293929
efficientnet_406	1	254	1.30480167014614e-05	0.8	91.6701341182047
